Level1,Level2,Level3,Level4,Citations,Papers,Paper_ID,Top_Words1,Top_Topic1,KCluster
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Optimal cue selection strategy,Experience-Guided Search: A Theory of Attentional Control,1,1,2802,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Optimal cue selection strategy,Load and Attentional Bayes,1,1,2802,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2005-2008,"graph, model, target, information, one, model, spike, time, neural, data",Optimal cue selection strategy,Experience-Guided Search: A Theory of Attentional Control,1,1,2802,"graph', u'model', u'target', u'information', u'one', u'model', u'spike', u'time', u'neural', u'data']","[1, 4]",1
2005-2008,"graph, model, target, information, one, model, spike, time, neural, data",Optimal cue selection strategy,Load and Attentional Bayes,1,1,2802,"graph', u'model', u'target', u'information', u'one', u'model', u'spike', u'time', u'neural', u'data']","[1, 4]",1
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",Heavy-Tailed Process Priors for Selective Shrinkage,Robust Multi-Class Gaussian Process Classification,1,1,3996,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2008-2011,"graph, graphs, kernel, distance, kernels, lehman, weisfeiler, resistance, runtime, nodes",An Inverse Power Method for Nonlinear Eigenproblems with Applications in 1-Spectral Clustering and Sparse PCA,Convergence and Energy Landscape for Cheeger Cut Clustering,1,1,4110,"graph', u'graphs', u'kernel', u'distance', u'kernels', u'lehman', u'weisfeiler', u'resistance', u'runtime', u'nodes']",[6],1
2008-2011,"graph, graphs, kernel, distance, kernels, lehman, weisfeiler, resistance, runtime, nodes",An Inverse Power Method for Nonlinear Eigenproblems with Applications in 1-Spectral Clustering and Sparse PCA,Multiclass Total Variation Clustering,1,1,4110,"graph', u'graphs', u'kernel', u'distance', u'kernels', u'lehman', u'weisfeiler', u'resistance', u'runtime', u'nodes']",[6],1
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Annealing between distributions by averaging moments,Just-In-Time Learning for Fast and Flexible Inference,1,1,4879,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
1999-2002,"linear, value, state, policy, function, factored, approximate, optimal, constraints, approximation",Balancing Multiple Sources of Reward in Reinforcement Learning,Cobot: A Social Reinforcement Learning Agent,1,1,1831,"linear', u'value', u'state', u'policy', u'function', u'factored', u'approximate', u'optimal', u'constraints', u'approximation']",[3],0
1987-1990,"network, learning, input, output, units, hidden, unit, training, layer, weights",Learning by Choice of Internal Representations,A Cost Function for Internal Representations,1,1,118,"network', u'learning', u'input', u'output', u'units', u'hidden', u'unit', u'training', u'layer', u'weights']",[0],2
1987-1990,"pulse, neural, synapse, murray, stream, synapses, networks, voltage, pulses, analog",Pulse-Firing Neural Chips for Hundreds of Neurons,Real-time autonomous robot navigation using VLSI neural networks,1,1,215,"pulse', u'neural', u'synapse', u'murray', u'stream', u'synapses', u'networks', u'voltage', u'pulses', u'analog']",[4],8
2011-2014,"data, model, neurons, neural, models, linear, matrix, activity, time, parameters",Compete to Compute,Deep Networks with Internal Selective Attention through Feedback Connections,1,1,5059,"data', u'model', u'neurons', u'neural', u'models', u'linear', u'matrix', u'activity', u'time', u'parameters']",[6],1
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",Unsupervised feature learning for audio classification using convolutional deep belief networks,Deep Learning for Real-Time Atari Game Play Using Offline Monte-Carlo Tree Search Planning,1,1,3674,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Learning large-margin halfspaces with more malicious noise,Learning Halfspaces with the Zero-One Loss: Time-Accuracy Tradeoffs,1,1,4323,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Learning large-margin halfspaces with more malicious noise,Learning as MAP Inference in Discrete Graphical Models,1,1,4323,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2011-2014,"points, set, point, nearest, neighbor, learning, convergence, dimension, distribution, theorem",Learning large-margin halfspaces with more malicious noise,Learning Halfspaces with the Zero-One Loss: Time-Accuracy Tradeoffs,1,1,4323,"points', u'set', u'point', u'nearest', u'neighbor', u'learning', u'convergence', u'dimension', u'distribution', u'theorem']",[0],6
2011-2014,"points, set, point, nearest, neighbor, learning, convergence, dimension, distribution, theorem",Learning large-margin halfspaces with more malicious noise,Learning as MAP Inference in Discrete Graphical Models,1,1,4323,"points', u'set', u'point', u'nearest', u'neighbor', u'learning', u'convergence', u'dimension', u'distribution', u'theorem']",[0],6
1987-1990,"classifiers, training, classifier, network, classification, letter, tree, error, data, neural",Handwritten Digit Recognition with a Back-Propagation Network,Generalized Learning Vector Quantization,1,1,293,"classifiers', u'training', u'classifier', u'network', u'classification', u'letter', u'tree', u'error', u'data', u'neural']",[4],1
1987-1990,"classifiers, training, classifier, network, classification, letter, tree, error, data, neural",Handwritten Digit Recognition with a Back-Propagation Network,Simulation of the Neocognitron on a CCD Parallel Processing Architecture,1,1,293,"classifiers', u'training', u'classifier', u'network', u'classification', u'letter', u'tree', u'error', u'data', u'neural']",[4],1
1987-1990,"classifiers, training, classifier, network, classification, letter, tree, error, data, neural",Handwritten Digit Recognition with a Back-Propagation Network,CCD Neural Network Processors for Pattern Recognition,1,1,293,"classifiers', u'training', u'classifier', u'network', u'classification', u'letter', u'tree', u'error', u'data', u'neural']",[4],1
1987-1990,"classifiers, training, classifier, network, classification, letter, tree, error, data, neural",Handwritten Digit Recognition with a Back-Propagation Network,Image Segmentation with Networks of Variable Scales,1,1,293,"classifiers', u'training', u'classifier', u'network', u'classification', u'letter', u'tree', u'error', u'data', u'neural']",[4],1
1987-1990,"classifiers, training, classifier, network, classification, letter, tree, error, data, neural",Handwritten Digit Recognition with a Back-Propagation Network,Improving Performance in Neural Networks Using a Boosting Algorithm,1,1,293,"classifiers', u'training', u'classifier', u'network', u'classification', u'letter', u'tree', u'error', u'data', u'neural']",[4],1
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Kernel Measures of Conditional Dependence,Statistical analysis of coupled time series with Kernel Cross-Spectral Density operators.,1,1,3340,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2011-2014,"class, object, visual, face, vol, viewpoint, objects, model, faces, cells",Fast Determinantal Point Process Sampling with Application to Clustering,Expectation-Maximization for Learning Determinantal Point Processes,1,1,5008,"class', u'object', u'visual', u'face', u'vol', u'viewpoint', u'objects', u'model', u'faces', u'cells']",[0],5
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Colored Maximum Variance Unfolding,Fast Graph Laplacian Regularized Kernel Learning via Semidefinite?Quadratic?Linear Programming,1,1,3307,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Bayesian nonparametric models for ranked data,Bayesian nonparametric models for bipartite graphs,1,1,4624,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
1999-2002,"linear, value, state, policy, function, factored, approximate, optimal, constraints, approximation",A Natural Policy Gradient,Biasing Approximate Dynamic Programming with a Lower Discount Factor,1,1,2073,"linear', u'value', u'state', u'policy', u'function', u'factored', u'approximate', u'optimal', u'constraints', u'approximation']",[3],0
1999-2002,"linear, value, state, policy, function, factored, approximate, optimal, constraints, approximation",A Natural Policy Gradient,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes,1,1,2073,"linear', u'value', u'state', u'policy', u'function', u'factored', u'approximate', u'optimal', u'constraints', u'approximation']",[3],0
1993-1996,"data, linear, vqpca, pca, reduction, dimension, local, algorithm, training, layer",Extracting Tree-Structured Representations of Trained Networks,Projection Retrieval for Classification,1,1,1152,"data', u'linear', u'vqpca', u'pca', u'reduction', u'dimension', u'local', u'algorithm', u'training', u'layer']",[1],1
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Trading Computation for Communication: Distributed Stochastic Dual Coordinate Ascent,Communication-Efficient Distributed Dual Coordinate Ascent,1,1,5114,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Multi-task Gaussian Process Prediction,Multi-task Gaussian Process Learning of Robot Inverse Dynamics,1,1,3189,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Multi-task Gaussian Process Prediction,Fast Multivariate Spatio-temporal Analysis via Low Rank Tensor Learning,1,1,3189,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Nonlinear Learning using Local Coordinate Coding,Learning Anchor Planes for Classification,1,1,3875,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
