Level1,Level2,Level3,Level4,Total,Paper_ID,Top_Words1,Top_Topic1
1999-2002,3,Generalized Belief Propagation,The g Factor: Relating Distributions on Features to Distributions on Images,0.105,1832,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,3,Generalized Belief Propagation,Local Algorithms for Approximate Inference in Minor-Excluded Graphs,3.12,1832,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,3,Generalized Belief Propagation,Message Passing for Max-weight Independent Set,0.076,1832,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,3,Generalized Belief Propagation,Minimization of Continuous Bethe Approximations: A Positive Variation,1.715,1832,"data, set, one, training, model, problem, function, figure, two, linear",5
1996-1999,4,DTs: Dynamic Trees,A MCMC Approach to Hierarchical Mixture Modelling,0.153,1535,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1993-1996,5,Convergence Properties of the K-Means Algorithms,Limitations of Self-organizing Maps for Vector Quantization and Multidimensional Scaling,0.075,989,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
2002-2005,6,Unsupervised Variational Bayesian Learning of Nonlinear Models,Affine Independent Variational Inference,0.075,2564,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2005-2008,7,A Game-Theoretic Approach to Apprenticeship Learning,Bootstrapping Apprenticeship Learning,9.162,3293,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,8,Which graphical models are difficult to learn?,Structure learning of antiferromagnetic Ising models,0.415,3819,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,8,Which graphical models are difficult to learn?,Interaction Screening: Efficient and Sample-Optimal Learning of Ising Models,1.15,3819,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,9,Hardness of parameter estimation in graphical models,Interaction Screening: Efficient and Sample-Optimal Learning of Ising Models,0.163,5569,"training, learning, network, networks, neural, using, set, data, model, layer",4
2014-2017,10,Hardness of parameter estimation in graphical models,Interaction Screening: Efficient and Sample-Optimal Learning of Ising Models,6.522,5569,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2008-2011,11,Learning to combine foveal glimpses with a third-order Boltzmann machine,Deep Networks with Internal Selective Attention through Feedback Connections,1.395,4089,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2005-2008,12,A Kernel Statistical Test of Independence,Kernel Measures of Conditional Dependence,1.207,3201,"model, data, learning, models, figure, two, image, distribution, images, one",4
2002-2005,13,Bayesian Surprise Attracts Human Attention,Graph-Based Visual Saliency,0.96,2822,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,13,Bayesian Surprise Attracts Human Attention,Dynamic visual attention: searching for coding length increments,0.082,2822,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,13,Bayesian Surprise Attracts Human Attention,Balancing Suspense and Surprise: Timely Decision Making with Endogenous Information Acquisition,0.151,2822,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2005-2008,0,Bayesian Surprise Attracts Human Attention,Graph-Based Visual Saliency,0.086,2822,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,0,Bayesian Surprise Attracts Human Attention,Dynamic visual attention: searching for coding length increments,0.178,2822,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,0,Bayesian Surprise Attracts Human Attention,Balancing Suspense and Surprise: Timely Decision Making with Endogenous Information Acquisition,1.135,2822,"model, data, learning, models, figure, two, image, distribution, images, one",4
1990-1993,1,Non-Linear Dimensionality Reduction,MLLE: Modified Locally Linear Embedding Using Multiple Weights,0.337,619,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
1999-2002,2,Adaptive Caching by Refetching,Nearly Tight Bounds for the Continuum-Armed Bandit Problem,0.478,2296,"data, set, one, training, model, problem, function, figure, two, linear",5
2002-2005,3,Adaptive Caching by Refetching,Nearly Tight Bounds for the Continuum-Armed Bandit Problem,0.083,2296,"data, model, distance, latent, kernel, model, data, means, learning, training",7
2008-2011,4,Gaussian process regression with Student-t likelihood,Copula Processes,0.613,3806,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,5,MCMC for continuous-time discrete-state systems,Approximate inference in latent Gaussian-Markov models from continuous time observations,0.095,4746,"training, learning, network, networks, neural, using, set, data, model, layer",4
2008-2011,6,A reinterpretation of the policy oscillation phenomenon in approximate policy iteration,Optimistic policy iteration and natural actor-critic: A unifying view and a non-optimality result,0.857,4274,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,7,A reinterpretation of the policy oscillation phenomenon in approximate policy iteration,Optimistic policy iteration and natural actor-critic: A unifying view and a non-optimality result,0.27,4274,"training, learning, network, networks, neural, using, set, data, model, layer",4
2008-2011,8,Heterogeneous multitask learning with joint sparsity constraints,Multi-Stage Multi-Task Feature Learning,0.081,3706,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
1999-2002,9,One Microphone Source Separation,Source Separation with a Sensor Array using Graphical Models and Subband Filtering,0.054,1885,"data, set, one, training, model, problem, function, figure, two, linear",5
2014-2017,10,Asynchronous Parallel Stochastic Gradient for Nonconvex Optimization,The Sound of APALM Clapping: Faster Nonsmooth Nonconvex Optimization with Stochastic Asynchronous PALM,0.15,5751,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
1999-2002,11,Sparse Representation for Gaussian Process Models,Incremental and Decremental Support Vector Machine Learning,0.244,1893,"data, set, one, training, model, problem, function, figure, two, linear",5
1996-1999,12,State Abstraction in MAXQ Hierarchical Reinforcement Learning,Automated State Abstraction for Options using the U-Tree Algorithm,0.177,1770,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1999-2002,13,State Abstraction in MAXQ Hierarchical Reinforcement Learning,Automated State Abstraction for Options using the U-Tree Algorithm,0.054,1770,"data, set, one, training, model, problem, function, figure, two, linear",5
2008-2011,0,Learning Multiple Tasks with a Sparse Matrix-Normal Penalty,Simultaneously Leveraging Output and Task Structures for Multiple-Output Regression,0.092,4095,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,1,Active Classification based on Value of Classifier,Timely Object Recognition,0,4340,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,2,Active Classification based on Value of Classifier,Timely Object Recognition,2.6,4340,"training, learning, network, networks, neural, using, set, data, model, layer",4
1990-1993,3,Feudal Reinforcement Learning,The Parti-Game Algorithm for Variable Resolution Reinforcement Learning in Multidimensional State-Spaces,0,714,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
1990-1993,4,Recognizing Overlapping Hand-Printed Characters by Centered-Object Integrated Segmentation and Recognition,Adaptive Elastic Input Field for Recognition Improvement,3.1,461,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
2008-2011,5,Dynamical segmentation of single trials from population neural data,Robust learning of low-dimensional dynamics from large neural ensembles,1.7,4257,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,5,Dynamical segmentation of single trials from population neural data,A framework for studying synaptic plasticity with neural spike train data,6.5,4257,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,5,Dynamical segmentation of single trials from population neural data,High-dimensional neural spike train analysis with generalized count linear dynamical systems,0,4257,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,6,Dynamical segmentation of single trials from population neural data,Robust learning of low-dimensional dynamics from large neural ensembles,0.1,4257,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,6,Dynamical segmentation of single trials from population neural data,A framework for studying synaptic plasticity with neural spike train data,0.1,4257,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,6,Dynamical segmentation of single trials from population neural data,High-dimensional neural spike train analysis with generalized count linear dynamical systems,2.4,4257,"training, learning, network, networks, neural, using, set, data, model, layer",4
1990-1993,7,Adaptive Elastic Models for Hand-Printed Character Recognition,Adaptive Elastic Input Field for Recognition Improvement,0,533,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
1987-1990,8,Performance Comparisons Between Backpropagation Networks and Classification Trees on Three Real-World Applications,Recurrent Networks and NARMA Modeling,0.5,203,"neuron, neurons, synapse, analog, digital, chip, time, computer, synapses, input",8
2008-2011,9,Locality-sensitive binary codes from shift-invariant kernels,PiCoDes: Learning a Compact Code for Novel-Category Recognition,0.2,3749,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
